,Country Name,Country Code,Indicator Name,Indicator Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
0,Aruba,ABW,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.07135773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.71977997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Afghanistan,AFG,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.987460136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.61206055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Angola,AGO,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.19448853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.4072113,0.0,0.0,0.0,0.0
3,Albania,ALB,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.25227356,0.0,0.0,0.0,0.0,0.0,0.0,94.68180847,0.0,0.0,95.69148254,96.13607025,0.0,0.0,0.0,0.0,0.0,0.0
4,Andorra,AND,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Arab World,ARB,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.01894951,31.57826996,32.19625092,32.85947037,33.67137146,34.13457108,35.12615967,36.00738144,37.03604889,37.81383896,38.87401962,39.90322113,40.99124908,42.1643219,43.30986023,43.58525085,44.71131134,45.78086853,47.67155838,48.52051926,49.93799973,51.27001953,52.76005173,53.85792923,55.26776123,57.63776016,58.95415878,52.3949585,58.709640500000006,59.13446045,60.50379944,58.93370056,60.22806931,62.325580599999995,63.69984818,64.1760025,64.81878662,65.35713196,65.95265198,0.0,0.0
6,United Arab Emirates,ARE,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,38.1248703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.66127777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.47474670000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Argentina,ARG,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.58088684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.04135895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.19341278,0.0,0.0,0.0,0.0,98.51077271,0.0,0.0,99.00176239,98.92807007,98.99983978,99.0999527,99.09120941,98.93282318,99.20877075,99.14309692,0.0,0.0
8,Armenia,ARM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.15013885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.16107178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.69035339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,American Samoa,ASM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.21990967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Antigua and Barbuda,ATG,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.41999817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.41999817,0.0,0.0,0.0
11,Australia,AUS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Austria,AUT,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Azerbaijan,AZE,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.17478179999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.39788055,0.0,99.68215179,99.69262695,99.70496368,99.70285797,99.71681976,99.7196579,99.7171402,99.71955109,0.0,0.0
14,Burundi,BDI,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9835701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.52930069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.23775864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.15718842,0.0,0.0,0.0,0.0,0.0,54.66302872,0.0,0.0,0.0,0.0
15,Belgium,BEL,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Benin,BEN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.539079666000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.56524086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.30014038,0.0,0.0,0.0,18.44290924,0.0,0.0,0.0,0.0,0.0,22.0938797,0.0,0.0,0.0,0.0,0.0,0.0
17,Burkina Faso,BFA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,3.182770014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.225429535,0.0,0.0,0.0,0.0,8.057979584,0.0,0.0,0.0,0.0,0.0,0.0,15.18877029,0.0,16.62224007,16.29113007,21.57957077,0.0,0.0,0.0,0.0,0.0,0.0,26.22024918,0.0,0.0,0.0,0.0
18,Bangladesh,BGD,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.971630100000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.83897972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.823349,0.0,0.0,0.0,0.0,0.0,43.74084854,0.0,0.0,0.0,55.11943817,54.23603821,57.78900146,57.8609314,62.25299072,69.89720917,70.08570099,0.0
19,Bulgaria,BGR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.70648956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.98390198,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Bahrain,BHR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.59109116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.93231964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.55741882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.61257935,0.0,0.0,0.0,0.0,0.0,92.98493958,0.0,0.0
21,"Bahamas, The",BHS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Bosnia and Herzegovina,BIH,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.9593277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.35993958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.80371094,0.0,94.91049194,0.0,0.0,0.0,0.0,0.0
23,Belarus,BLR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.6282196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.41972351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.49398804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Belize,BLZ,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.32839203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Bermuda,BMU,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Bolivia,BOL,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,51.37464905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.31321716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.6543808,0.0,0.0,0.0,0.0,0.0,85.98593903,86.83174896,86.82145691,0.0,88.0802002,91.87326813,0.0,0.0,88.58286285,0.0,0.0,0.0
27,Brazil,BRA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.85314941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.50005341,0.0,0.0,0.0,88.80612946,0.0,89.85559082,90.22801208,90.21955109,90.41121674,90.68170166,91.63314819,91.62490082,91.76496124,92.06051636,92.34378815,0.0,0.0,0.0
28,Barbados,BRB,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,99.2515564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.59999847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.59999847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.59999847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.59999847,0.0,0.0,0.0,0.0
29,Brunei Darussalam,BRN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.84182739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.46135712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.16155243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.65248108,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Bhutan,BTN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.68066025,0.0,0.0,0.0,0.0,0.0,0.0,48.0165596,0.0,0.0,0.0,0.0,0.0,0.0
31,Botswana,BWA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.29924011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.80795288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.69999695,0.0,0.0,0.0,0.0
32,Central African Republic,CAF,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,8.399580002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.33687973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.29090118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.35548973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Canada,CAN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Central Europe and the Baltics,CEB,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.04937744,97.07842255,97.10569,97.15068817,97.18891907,97.22309113,97.27181244,97.39296722,97.49143219,97.59430695,97.67244720000001,97.75026703,97.81552887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Switzerland,CHE,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Channel Islands,CHI,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Chile,CHL,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.80011749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.03671265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.64093018,0.0,0.0,0.0,0.0,0.0,98.6955719,98.4912796,0.0,96.53070831,0.0,96.16175079,0.0,96.74395752,0.0,0.0,0.0
38,China,CHN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.13681029999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.07208252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.5266037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.71122742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Cote d'Ivoire,CIV,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.43378067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.47666931,0.0,38.61450958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.46171951,0.0,36.78424835,0.0,0.0,0.0,0.0
40,Cameroon,CMR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,29.11613083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.7217598,0.0,0.0,0.0,0.0,0.0,0.0,63.02206039,0.0,0.0,64.79949951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,"Congo, Dem. Rep.",COD,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.06090164,0.0,0.0,0.0,0.0,0.0,46.10425186,0.0,0.0,0.0,0.0,62.91864014,0.0,0.0,0.0,66.49997711,0.0,0.0
42,"Congo, Rep.",COG,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.87705994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Colombia,COL,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.14790344,0.0,0.0,91.31400299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.71463013,92.91124725,92.22059631,92.8456192,93.43537140000001,93.41513062,93.48679352,93.66712952,0.0,0.0,94.48465729,94.41581726,94.89022064,0.0,0.0
44,Comoros,COM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.31761932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.45901871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.63729095,0.0,0.0,0.0,0.0,0.0,0.0
45,Cabo Verde,CPV,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.99861908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.45999908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.49622345,0.0,0.0,82.04222107,0.0,0.0,0.0
46,Costa Rica,CRI,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.57713318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.08078766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.50041199,0.0,0.0,0.0,0.0,0.0,0.0,0.0
